GEO,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
UKD11,MIO_EUR	5 081.79	5 602.02	5 643.72	6 107.92	6 199.36	6 808.92	7 840.96	6 697.95	6 389.26	6 520.92
UKD12,MIO_EUR	6 751.06	7 213.88	7 093.37	7 908.83	7 843.19	8 556.37	9 977.71	9 030.11	8 631.19	8 654.35
UKD3,MIO_EUR	65 250.76	69 284.03	69 496.96	77 330.21	77 294.71	83 844.05	96 807.62	89 150.81	87 935.8	90 181.77
UKD33,MIO_EUR	19 772.36	21 198.86	21 272.37	23 754.1	22 865.98	25 358.85	29 336.77	27 898.32	27 851.43	28 636.19
UKD34,MIO_EUR	14 407.02	15 167.01	15 387.26	17 639.28	18 448.99	19 984.34	22 858.51	20 733.38	19 918.92	21 265.7
UKD35,MIO_EUR	10 158.64	10 696.53	10 620.05	11 843.24	11 554.36	12 393.52	13 962.31	12 765.96	12 768.28	12 743.42
UKD36,MIO_EUR	10 676.43	11 289.48	11 404.9	12 106.82	12 456.76	13 514.89	15 793.15	14 342.19	14 173.33	14 467.94
UKD37,MIO_EUR	10 237.54	10 932.16	10 811.1	11 986.76	11 969.94	12 592.47	14 855.33	13 412.34	13 223.83	13 069.79
UKD4,MIO_EUR	31 150.28	33 481.35	34 085.61	37 679.78	36 970.53	40 299.8	47 537.06	44 548.02	42 531.5	43 314.93
UKD41,MIO_EUR	2 683.9	2 906.52	2 901.89	3 201.62	3 192.69	3 540.81	4 394.03	4 113.81	4 067.99	4 011.61
UKD42,MIO_EUR	2 447.2	2 673.48	2 626.94	2 813.84	2 781.07	3 083.07	3 623.06	3 440.04	3 466.55	3 598.89
UKD44,MIO_EUR	4 406.19	4 684.1	4 774.96	5 210.92	5 419.65	5 811.37	6 506.06	5 939.28	5 487.11	5 585.01
UKD45,MIO_EUR	10 934.1	11 729.67	11 859.29	13 428.87	12 724.58	14 053.31	16 256.66	15 459.65	14 832.34	15 080.03
UKD46,MIO_EUR	6 519.28	6 966.6	7 346.38	7 933.67	8 017.34	8 610.63	10 516.92	9 631.3	8 971.58	9 169.93
UKD47,MIO_EUR	4 159.62	4 519.68	4 577.45	5 090.85	4 835.21	5 200.6	6 238.78	5 962.56	5 704.65	5 870.74
UKD6,MIO_EUR	28 149.54	30 475.14	31 039.14	34 821.78	34 602.4	38 571.83	43 260.45	40 734.12	40 057.95	41 250.08
UKD61,MIO_EUR	6 359.01	6 930.35	7 101.12	7 846.73	7 955.33	8 959.84	10 686.88	9 536.81	9 496.23	9 496.29
UKD62,MIO_EUR	11 820.51	12 822.37	13 172.11	15 359.51	15 298.52	17 424.38	19 250.9	18 586.1	17 930.36	18 941.79
UKD63,MIO_EUR	9 968.78	10 723.72	10 765.92	11 615.54	11 347.23	12 186.22	13 324.22	12 611.21	12 631.36	12 812
UKD7,MIO_EUR	33 609.81	35 670.63	35 725.03	37 783.28	36 858.39	41 051.09	47 217.24	42 715.7	41 566.65	42 674.91
UKD71,MIO_EUR	10 011.93	10 958.05	10 972.46	11 586.56	11 604.5	12 898.55	14 849.15	13 467.11	13 188	13 836.8
UKD72,MIO_EUR	14 053.19	14 601.24	14 732.78	15 507.17	15 025.42	16 742.65	19 076.31	17 244.04	16 507.4	17 080.12
UKD73,MIO_EUR	4 424.68	4 713.88	4 572.29	4 749.99	4 642.59	5 111.56	5 820.08	5 553.1	5 343.79	5 412.3
UKD74,MIO_EUR	5 118.77	5 396.17	5 446.21	5 939.56	5 587.2	6 298.32	7 473.24	6 451.45	6 526.18	6 344.41
UKE,MIO_EUR	119 641.4	125 973.56	128 172.5	140 520.84	138 124.64	149 794.86	173 120.6	157 379.26	153 401.06	156 974.57
UKE1,MIO_EUR	20 865.89	21 633.86	21 458.25	23 341.48	22 608.71	24 622.86	28 548.81	25 723.64	25 329.26	25 688.76
UKE11,MIO_EUR	7 085.16	7 010.61	6 786.14	7 298.87	7 067.45	7 524.04	8 721.62	8 040.01	7 794.31	7 846.7
UKE12,MIO_EUR	6 626.54	6 791.82	6 844.23	7 619.03	7 405.19	8 172.37	9 525.02	8 311.16	8 292.09	8 707.69
UKE13,MIO_EUR	7 154.2	7 832.73	7 829.17	8 424.96	8 136.08	8 926.45	10 303.71	9 372.48	9 242.86	9 133.1
UKE2,MIO_EUR	19 832.77	20 838.94	21 480.2	23 555.38	23 344.88	25 017.98	28 340.23	26 115.3	25 981.87	26 307.2
UKE21,MIO_EUR	6 161.76	6 585.96	6 826.16	7 529.33	7 369.57	7 892.73	8 754.06	7 950.99	7 734.16	8 065.12
UKE22,MIO_EUR	13 672.25	14 252.97	14 654.04	16 027.43	15 975.31	17 123.87	19 586.17	18 164.31	18 247.71	18 242.08
UKE3,MIO_EUR	25 805.9	27 793.88	28 308.94	31 222.71	30 714.45	33 406.01	38 546.61	34 959.17	33 957.89	34 689.79
UKE31,MIO_EUR	13 045.96	14 167.53	14 333.9	15 973.61	15 729.92	17 321.43	20 316.96	18 554.6	18 179.89	18 639.56
UKE32,MIO_EUR	12 758.71	13 626.36	13 975.04	15 249.1	14 984.52	16 084.58	18 229.64	16 404.57	15 778	16 050.23
UKE4,MIO_EUR	53 136.83	55 705.58	56 923.82	62 399.89	61 456.6	66 748.01	77 683.41	70 581.15	68 132.04	70 290.1
UKE41,MIO_EUR	9 507.7	9 983.17	10 294.75	11 502.38	11 268.08	11 799.44	13 679.57	12 624.91	12 317.84	12 041.17
UKE42,MIO_EUR	25 290.57	26 584.67	27 121.33	29 340.38	28 629.97	31 291.26	36 304.79	32 425.7	31 383.25	33 320.84
UKE44,MIO_EUR	11 162.17	11 764.63	11 965.14	13 227.39	13 217.99	15 028.6	17 525.12	16 032.08	15 406.9	15 511.8
UKE45,MIO_EUR	7 176.39	7 374.42	7 541.31	8 329.74	8 339.25	8 628.71	10 173.93	9 498.46	9 024.04	9 417.56
UKF,MIO_EUR	100 298.07	109 088.53	110 891.52	122 651.1	122 447.49	133 601.77	152 837.63	140 132.48	135 406.72	138 375.65
UKF1,MIO_EUR	44 900.2	49 031.58	50 690.17	55 879.34	55 480.21	60 175.61	68 484.38	62 852.01	60 413.23	61 413.51
UKF11,MIO_EUR	7 532.68	7 919.47	8 322.29	8 764.44	8 583.32	9 051.66	10 404.14	9 232.79	8 382.94	9 063.26
UKF12,MIO_EUR	4 990.55	5 596.84	5 717.3	6 389.44	6 117.56	6 863.18	8 174.68	7 512.77	7 195.43	7 294.29
UKF13,MIO_EUR	8 893.74	10 069.91	10 354.13	11 331.26	11 429.03	12 342.04	13 617.77	13 160.36	12 833.54	12 203.72
UKF14,MIO_EUR	8 981.27	9 726.82	10 072.72	11 346.44	11 281.27	12 776.12	14 467.53	13 002.87	12 777.24	12 843.74
UKF15,MIO_EUR	8 297.04	8 953.91	9 255.59	10 188.61	10 274.65	11 185.89	12 734.02	11 612.89	10 907.68	11 365.58
UKF16,MIO_EUR	6 206.14	6 764.63	6 968.16	7 857.77	7 795.7	7 958.12	9 084.69	8 330.33	8 315.12	8 642.92
UKF2,MIO_EUR	41 246.05	44 976.69	44 879.93	49 669.3	49 676.64	54 756.58	63 180.34	58 313.67	56 233.92	57 939.07
UKF21,MIO_EUR	7 575.83	8 271.62	8 428.14	8 932.8	8 873.56	10 031.12	11 697.32	11 006.22	10 365.11	10 551.58
UKF22,MIO_EUR	17 061.34	18 600.46	18 185.88	20 683.58	20 371.19	22 253.51	25 650.36	23 433.93	22 400.15	23 314.05
UKF24,MIO_EUR	10 442.19	11 286.9	11 523.66	12 467.01	12 834.08	14 097.83	16 242.75	14 973.5	14 718.46	15 124.48
UKF25,MIO_EUR	6 165.46	6 817.71	6 742.25	7 587.29	7 597.81	8 374.11	9 593	8 900.02	8 751.48	8 951.51
UKF3,MIO_EUR	14 151.82	15 080.27	15 321.42	17 102.46	17 290.65	18 669.58	21 172.9	18 966.8	18 759.57	19 021.8
UKF30,MIO_EUR	14 151.82	15 080.27	15 321.42	17 102.46	17 290.65	18 669.58	21 172.9	18 966.8	18 759.57	19 021.8
UKG,MIO_EUR	121 570.8	132 114.16	136 142.37	150 018.07	150 566.89	166 134.05	191 688.6	178 025	173 962.36	179 569.86
UKG1,MIO_EUR	30 130.72	32 648.88	34 374.77	38 925.93	39 493.02	43 893.47	50 834.12	45 717.52	45 849.61	46 976.05
UKG11,MIO_EUR	3 613.47	3 823.15	4 009.46	4 562.31	4 502.75	5 193.65	5 702.65	5 258.67	5 012.36	4 991.97
UKG12,MIO_EUR	11 853.8	12 723.97	13 172.11	15 240.82	15 140.2	16 642.48	19 213.82	16 859.23	16 843.94	17 116.95
UKG13,MIO_EUR	14 662.22	16 101.76	17 193.19	19 122.79	19 848.76	22 058.73	25 917.65	23 599.63	23 993.31	24 867.13
UKG2,MIO_EUR	31 661.91	34 335.83	35 364.87	38 590.58	38 300.38	41 526.9	47 816.7	44 016.67	42 828.38	44 102.27
UKG21,MIO_EUR	4 085.65	4 430.35	4 529.69	4 594.05	4 579.26	4 959.91	5 563.6	5 662.65	5 872.28	6 209.8
UKG22,MIO_EUR	5 931.21	6 341.27	6 473.75	7 142.93	7 084.6	7 657.6	8 647.46	7 935.93	7 781.51	7 863.21
UKG23,MIO_EUR	5 031.24	5 368.98	5 550.77	6 088.6	6 074.02	6 515.36	7 358.91	6 839	6 915.19	7 195.24
UKG24,MIO_EUR	16 613.81	18 193.94	18 809.37	20 766.38	20 561.17	22 394.03	26 249.82	23 579.09	22 258.11	22 834.03
UKG3,MIO_EUR	59 778.16	65 129.45	66 404.02	72 500.18	72 773.49	80 712.28	93 036.23	88 292.17	85 284.37	88 490.27
UKG31,MIO_EUR	25 548.24	27 397.72	27 756.44	29 846.84	30 933.45	34 178.17	38 727.37	36 495.69	34 953.45	36 927.35
UKG32,MIO_EUR	6 389.83	7 463.75	7 705.25	8 539.5	8 502.84	9 322.96	11 581.44	11 856.65	11 863.57	12 552.94
UKG33,MIO_EUR	7 987.6	8 780.42	9 080.03	10 406.65	10 283.88	11 855.09	14 136.9	13 197.33	12 010.73	12 097.04
UKG36,MIO_EUR	5 102.74	5 510.1	5 661.79	6 069.28	5 886.68	6 387.36	7 331.1	6 845.85	6 892.16	7 155.87
UKG37,MIO_EUR	5 486.16	5 851.89	5 612.73	6 001.66	5 976.39	7 016.22	8 242.66	7 703.12	7 530.7	8 034.64
UKG38,MIO_EUR	4 114	4 474.36	4 786.57	5 188.84	4 985.61	5 776.59	6 635.84	6 228.23	6 087.26	5 755.18
UKG39,MIO_EUR	5 148.36	5 648.63	5 801.2	6 447.4	6 204.63	6 177.28	6 379.37	5 963.93	5 946.5	5 968.52
UKH,MIO_EUR	146 364.53	155 769	157 022.31	173 116.67	172 699.34	192 340.18	220 986.74	205 467.29	203 314.82	208 999.74
UKH1,MIO_EUR	58 434.36	62 622.98	63 858.41	71 327.17	70 579.51	77 478.95	88 070.55	81 407.98	79 148.49	81 598.54
UKH11,MIO_EUR	5 528.07	6 013.72	6 192.34	6 967.67	6 264	7 131.7	7 891.94	7 468.95	7 658.66	8 390.21
UKH12,MIO_EUR	17 296.81	18 746.76	19 123.06	21 591.63	21 074.38	23 292.8	27 166.02	24 938.95	24 329.85	25 286.2
UKH14,MIO_EUR	17 683.92	18 776.54	19 130.8	21 181.77	21 505.79	23 270.54	26 123.13	24 324.07	23 425.15	23 818.2
UKH15,MIO_EUR	8 726.07	9 206.37	9 309.81	10 384.57	10 649.33	11 512.84	13 192.89	11 922.38	11 629.4	11 891.32
UKH16,MIO_EUR	4 375.37	4 716.47	4 802.06	5 451.04	5 411.74	5 777.98	6 523.06	6 148.8	5 766.07	5 836.45
UKH17,MIO_EUR	4 824.12	5 163.13	5 301.63	5 751.88	5 672.96	6 494.49	7 173.51	6 603.46	6 339.35	6 376.16
UKH2,MIO_EUR	49 862.4	51 763.32	51 791.29	56 290.59	57 518.51	65 084.04	75 353.53	70 568.83	70 851.28	73 217.21
UKH21,MIO_EUR	5 295.07	5 655.1	5 635.97	5 675.98	6 074.02	7 311.17	8 489.86	8 023.57	7 447.52	7 743.84
UKH23,MIO_EUR	35 317.3	36 328.32	36 148.44	39 654.57	40 651.36	45 439.18	53 001.78	49 538.27	50 246.47	51 741.98
UKH24,MIO_EUR	3 913.05	4 110.56	4 129.52	4 425.69	4 358.94	4 944.61	5 677.93	5 261.4	5 141.61	5 372.94
UKH25,MIO_EUR	5 336.98	5 669.34	5 877.36	6 532.96	6 432.87	7 387.69	8 183.95	7 746.95	8 015.68	8 358.47
UKH3,MIO_EUR	38 067.77	41 383.99	41 371.33	45 500.29	44 601.32	49 775.8	57 564.21	53 490.49	53 315.05	54 182.72
UKH31,MIO_EUR	3 035.26	3 227.6	3 263.34	3 510.74	3 390.58	3 738.37	4 282.78	3 757.75	3 725.04	3 789.37
UKH32,MIO_EUR	3 662.78	3 995.34	3 868.76	4 135.89	3 905.11	4 464.62	5 370.48	5 306.6	5 339.95	5 220.55
UKH34,MIO_EUR	8 326.63	9 057.48	9 183.3	10 040.95	9 749.57	10 881.2	12 809.73	12 186.68	12 452.21	12 246.89
UKH35,MIO_EUR	7 649.8	8 294.92	8 153.18	8 952.12	8 752.19	9 320.18	11 125.66	10 691.25	10 656.87	10 908.42
UKH36,MIO_EUR	8 241.57	8 836.09	8 861.87	9 930.55	9 616.32	11 014.76	12 601.15	11 136.32	10 969.1	11 614.48
UKH37,MIO_EUR	7 151.73	7 972.55	8 042.17	8 928.66	9 188.87	10 356.68	11 375.95	10 410.51	10 171.88	10 404.27
UKI,MIO_EUR	377 135.77	405 965.73	421 031.25	472 207.5	473 339.71	532 590.05	613 246.24	576 349.73	557 024.81	571 806.92
UKI3,MIO_EUR	158 964.2	170 691.31	176 845.03	198 554.38	200 698.68	227 180.6	261 172.61	250 595.95	244 437.43	254 770.65
UKI31,MIO_EUR	81 451.57	86 642.91	89 612.7	97 918.57	100 518.21	113 098.48	132 409.42	128 400.45	125 435.74	131 476.3
UKI32,MIO_EUR	55 568	60 055.66	62 512.02	70 241.1	69 170.5	78 337.37	86 978.23	85 028.79	83 601.64	86 881.31
UKI33,MIO_EUR	15 420.42	16 900.57	17 434.59	21 895.23	22 587.61	26 004.4	30 174.16	26 726.07	25 486.65	26 520.54
UKI34,MIO_EUR	6 525.45	7 090.88	7 285.71	8 500.86	8 422.36	9 740.35	11 609.25	10 439.27	9 913.4	9 892.5
UKI4,MIO_EUR	92 478.13	100 055.65	106 632.92	117 140.72	115 815.41	129 358.36	149 722.87	139 064.31	135 624.26	137 067.66
UKI41,MIO_EUR	10 915.61	12 075.35	12 591.22	14 575.66	14 055.74	16 017.8	19 186.01	19 368.05	17 691.07	18 450.34
UKI42,MIO_EUR	30 729.88	31 885.03	34 419.95	36 887.65	37 111.7	41 216.65	46 942.22	42 807.45	43 974.94	43 910.52
UKI43,MIO_EUR	20 306.18	21 978.24	22 812.38	25 043.03	25 215.64	28 731.31	33 194.67	29 810.06	28 337.7	29 062.87
UKI44,MIO_EUR	19 614.56	21 719.31	23 967.72	26 227.08	26 003.25	27 351.16	32 320.19	30 204.46	28 953.21	29 927.68
UKI45,MIO_EUR	10 911.91	12 396.42	12 841.65	14 405.92	13 429.08	16 041.45	18 079.78	16 874.29	16 668.63	15 716.25
UKI5,MIO_EUR	34 074.59	37 181.5	37 654.89	43 099.08	43 168.57	47 190.8	54 291.87	49 955.95	47 170.2	47 536.07
UKI51,MIO_EUR	10 200.56	11 116	11 332.61	13 183.23	13 517.47	14 634.87	16 720.16	15 763.67	14 769.64	14 551.76
UKI52,MIO_EUR	8 559.64	9 535.21	9 481.49	10 758.55	10 855.14	11 821.7	13 353.57	12 056.59	11 446.41	11 599.24
UKI53,MIO_EUR	8 385.81	9 019.94	9 178.14	10 634.35	10 357.77	11 500.31	13 528.16	12 241.46	11 782.95	11 904.02
UKI54,MIO_EUR	6 928.59	7 510.36	7 662.65	8 522.94	8 438.19	9 233.92	10 689.97	9 894.23	9 171.2	9 481.05
UKI6,MIO_EUR	31 252.61	32 907.81	32 990.95	37 153.99	36 404.56	40 550.23	45 482.18	42 319.93	40 093.78	41 051.98
UKI61,MIO_EUR	7 721.31	8 174.52	8 239.67	9 487.57	9 175.68	9 868.34	10 930.99	10 477.62	9 953.06	10 528.72
UKI62,MIO_EUR	9 173.6	9 457.53	9 325.3	10 137.55	10 097.86	11 636.66	12 948.78	11 462.25	11 143.13	11 393.52
UKI63,MIO_EUR	14 357.71	15 274.47	15 425.98	17 527.5	17 131.01	19 045.22	21 603.96	20 378.7	18 996.3	19 131.01
UKI7,MIO_EUR	60 366.23	65 130.75	66 907.46	76 260.7	77 252.49	88 310.06	102 575.16	94 414.96	89 699.14	91 379.29
UKI71,MIO_EUR	7 731.17	8 230.19	8 424.27	9 832.57	9 753.53	11 087.1	12 409.57	11 747.09	10 869.29	11 417.65
UKI72,MIO_EUR	7 316.93	7 933.71	8 021.51	9 186.72	9 157.21	10 461.03	12 598.06	11 760.79	10 873.13	11 039.22
UKI73,MIO_EUR	8 215.68	8 911.18	9 141.99	10 272.79	10 885.48	12 012.31	14 155.44	13 164.47	11 965.94	11 817.67
UKI74,MIO_EUR	17 973.64	19 291.81	19 951.8	21 352.89	21 516.34	25 059.72	28 559.62	25 770.2	24 803.32	24 516.64
UKI75,MIO_EUR	19 128.82	20 763.85	21 369.18	25 615.74	25 939.93	29 691.29	34 854.02	31 972.41	31 187.46	32 586.84
UKJ,MIO_EUR	256 676.99	277 312.21	284 353.16	314 505.54	311 949.34	343 287.03	396 602.54	361 141.59	346 840.87	352 086.71
UKJ1,MIO_EUR	85 867.62	92 260.47	95 674.66	105 861.91	104 671.34	116 047.99	134 309.79	121 371.09	117 075.83	120 072.62
UKJ11,MIO_EUR	40 412.64	43 013.97	44 823.13	49 779.7	48 671.34	53 106.52	61 371.13	56 399.19	54 325.97	55 944.07
UKJ12,MIO_EUR	10 443.43	11 473.33	11 895.43	13 045.23	13 397.41	15 747.89	19 198.37	16 907.16	17 231.67	18 191.28
UKJ13,MIO_EUR	15 073.99	16 171.67	16 660.06	17 981.52	17 727.33	19 319.3	21 719.84	19 904.87	18 570.18	19 054.81
UKJ14,MIO_EUR	19 937.56	21 601.5	22 296.03	25 056.83	24 875.26	27 874.28	32 020.46	28 159.88	26 949.28	26 883.73
UKJ2,MIO_EUR	79 181.9	85 234.32	86 225.44	95 992.08	95 783.27	104 916.37	121 558.78	110 705.86	106 031.23	106 126.61
UKJ21,MIO_EUR	6 874.34	7 250.13	7 452.23	8 694.06	8 961.95	9 921.21	11 323.42	10 413.25	10 413.74	10 679.84
UKJ22,MIO_EUR	8 645.94	9 286.64	9 415.66	9 969.19	9 884.14	10 946.59	12 857.62	12 079.87	11 533.42	11 280.5
UKJ25,MIO_EUR	27 289.01	29 421.28	29 645	32 971.19	32 864.89	37 191.68	43 211.01	38 749.79	37 570.32	38 215.03
UKJ26,MIO_EUR	15 235.49	16 118.59	16 347.67	18 645.31	18 875.12	19 809.03	21 900.6	19 325.6	17 822.87	16 953.13
UKJ27,MIO_EUR	9 390.58	10 353.44	10 430.29	11 880.5	11 597.9	12 173.69	14 432	13 641.03	13 269.9	13 265.35
UKJ28,MIO_EUR	11 746.54	12 802.95	12 934.59	13 831.83	13 599.27	14 874.17	17 834.12	16 496.32	15 419.7	15 734.03
UKJ3,MIO_EUR	52 932.18	57 900.04	59 461.68	65 619.45	64 906.55	71 138.89	81 161.24	73 456.98	70 613.27	72 022.24
UKJ31,MIO_EUR	5 557.66	6 034.44	6 065.83	6 908.33	6 832.62	7 441.95	8 207.13	7 344.33	7 135.29	7 168.57
UKJ32,MIO_EUR	7 706.51	8 214.65	8 675.99	9 233.64	8 961.95	9 526.09	11 272.44	10 031.18	9 570.45	9 765.51
UKJ34,MIO_EUR	2 342.4	2 558.26	2 594.66	2 819.36	2 878.7	3 220.81	3 745.12	3 237.37	3 069.86	3 087.12
UKJ35,MIO_EUR	9 806.05	10 876.49	11 168.67	12 689.19	12 560.98	14 523.56	15 909.03	14 403.81	13 478.48	13 685.69
UKJ36,MIO_EUR	14 109.91	15 605.9	16 089.49	17 435.04	16 935.76	18 730.79	21 727.56	20 154.11	19 575.98	19 707.54
UKJ37,MIO_EUR	13 409.65	14 611.6	14 867.03	16 533.89	16 733.91	17 695.68	20 298.42	18 287.56	17 781.92	18 607.81
UKJ4,MIO_EUR	38 695.29	41 917.39	42 990.09	47 030.72	46 588.17	51 183.77	59 571.19	55 609.02	53 121.82	53 865.24
UKJ41,MIO_EUR	4 874.67	5 293.89	5 345.52	6 175.54	6 005.42	6 582.14	7 541.22	6 877.35	6 654.14	7 080.95
UKJ43,MIO_EUR	7 508.02	8 201.71	8 384.25	8 869.32	9 100.48	10 100.69	11 681.87	11 245.88	10 216.67	10 377.6
UKJ44,MIO_EUR	9 659.34	10 420.76	10 454.82	11 618.3	11 476.53	12 518.73	14 218.78	12 934.4	12 563.54	12 691.36
UKJ45,MIO_EUR	6 526.68	7 033.92	7 263.77	7 643.87	7 676.96	8 586.98	9 990.07	9 401.23	8 919.11	9 030.24
UKJ46,MIO_EUR	10 125.35	10 965.82	11 540.44	12 725.07	12 327.47	13 395.24	16 137.69	15 151.53	14 769.64	14 685.1
UKK,MIO_EUR	129 853.05	140 330.11	141 981.01	156 175.67	154 136.9	171 000.74	193 890.25	178 372.84	173 725.63	176 999.59
UKK1,MIO_EUR	67 664.67	73 724.74	74 320.97	81 978.08	80 896.38	90 822.71	102 409.85	94 063.01	90 949.35	93 008.57
UKK11,MIO_EUR	13 423.21	14 422.58	14 508.17	15 890.81	15 584.8	17 578.81	19 856.55	18 916.13	19 117.87	18 701.78
UKK12,MIO_EUR	18 571.57	20 196.78	20 566.26	22 334.07	22 127.17	25 436.76	27 974.06	26 145.43	24 219.81	26 095.12
UKK13,MIO_EUR	15 403.16	17 582.85	17 666.95	19 634.77	18 876.44	21 055.62	23 884.4	20 700.52	20 467.89	21 000.3
UKK14,MIO_EUR	9 369.62	9 773.43	9 735.8	10 332.13	10 807.64	11 809.18	14 192.52	13 039.85	12 212.91	12 243.08
UKK15,MIO_EUR	10 898.35	11 750.39	11 843.8	13 786.29	13 500.32	14 942.34	16 502.32	15 259.72	14 930.88	14 969.55
UKK2,MIO_EUR	28 518.16	30 160.53	30 622.19	33 550.79	32 961.2	36 543.34	41 400.25	37 954.14	37 482.03	38 135.02
UKK21,MIO_EUR	9 063.87	9 322.89	9 387.26	10 224.49	10 405.26	11 021.71	12 601.15	11 767.63	11 525.75	11 558.61
UKK22,MIO_EUR	8 573.2	9 174	9 278.83	10 350.07	10 001.56	11 340.32	12 778.83	11 751.2	11 693.38	11 897.67
UKK23,MIO_EUR	10 881.09	11 662.35	11 956.11	12 976.23	12 553.07	14 182.7	16 020.27	14 435.31	14 262.9	14 678.75
UKK3,MIO_EUR	9 841.8	10 542.46	10 774.95	11 938.46	11 749.62	12 696.81	14 635.94	13 702.66	13 722.89	13 918.08
UKK30,MIO_EUR	9 841.8	10 542.46	10 774.95	11 938.46	11 749.62	12 696.81	14 635.94	13 702.66	13 722.89	13 918.08
UKK4,MIO_EUR	23 829.65	25 902.38	26 264.19	28 708.34	28 529.7	30 937.88	35 444.21	32 653.03	31 572.63	31 937.92
UKK41,MIO_EUR	5 046.03	5 507.51	5 654.04	6 330.1	6 245.53	6 827.01	7 666.37	7 173.15	6 753.96	6 913.32
UKK42,MIO_EUR	2 217.89	2 380.89	2 379.09	2 489.54	2 531.72	2 753.34	3 029.78	2 763.54	2 703.89	2 516.94
UKK43,MIO_EUR	16 566.96	18 013.98	18 231.06	19 888.7	19 752.45	21 357.53	24 748.07	22 716.34	22 114.79	22 507.66
UKL,MIO_EUR	59 959.39	64 440.69	67 023.64	74 114.79	73 472.72	79 265.35	90 661.54	83 779.85	80 599.6	82 656.36
UKL1,MIO_EUR	32 940.37	35 638.26	36 952.65	40 656.46	40 578.8	44 004.77	49 822.13	45 776.41	44 228.31	45 242.64
UKL11,MIO_EUR	1 020.8	1 073.28	1 103.7	1 199.23	1 142.51	1 192.33	1 354.98	1 317.41	1 259.17	1 333.39
UKL12,MIO_EUR	2 797.32	2 909.11	3 076.16	3 273.38	3 056.8	3 309.85	3 868.72	3 437.3	3 300.2	3 360.15
UKL13,MIO_EUR	3 278.13	3 547.38	3 706.11	4 039.29	4 099.04	4 510.53	5 117.09	4 721.84	4 647.66	4 819.26
UKL14,MIO_EUR	6 233.26	6 826.77	7 014.63	8 157.24	8 051.64	8 415.85	9 694.98	9 045.18	8 549.3	8 655.62
UKL15,MIO_EUR	4 683.58	5 103.57	5 292.6	5 710.48	5 729.69	6 225.97	6 975.75	6 358.33	6 056.55	5 891.05
UKL16,MIO_EUR	4 866.04	5 178.66	5 474.61	5 910.58	6 004.1	6 390.15	7 508.78	6 725.34	6 549.21	6 782.52
UKL17,MIO_EUR	5 002.88	5 680.99	5 852.84	6 346.66	6 426.27	6 950.83	7 796.15	7 032.1	7 132.73	7 544.46
UKL18,MIO_EUR	5 057.13	5 318.49	5 432.01	6 018.22	6 071.38	7 009.26	7 507.23	7 138.91	6 733.48	6 857.45
UKL2,MIO_EUR	27 020.25	28 802.43	30 070.99	33 458.33	32 892.6	35 260.58	40 837.87	38 003.44	36 372.58	37 413.72
UKL21,MIO_EUR	5 689.58	6 025.37	6 220.74	6 847.61	6 521.26	7 038.48	8 160.78	7 694.91	7 356.67	7 854.32
UKL22,MIO_EUR	12 812.95	13 425.68	14 169.96	15 803.87	15 711.45	17 033.43	19 564.54	18 261.54	17 826.71	18 123.98
UKL23,MIO_EUR	6 376.27	7 076.64	7 337.35	8 161.38	7 987	8 404.72	9 796.95	8 928.78	8 288.25	8 571.81
UKL24,MIO_EUR	2 140.22	2 273.43	2 341.65	2 644.1	2 672.89	2 783.95	3 314.06	3 118.22	2 899.67	2 863.62
UKM,MIO_EUR	138 344.88	144 667.24	148 280.49	163 499.38	163 663.51	180 095.54	202 105.1	182 897.48	176 785.26	180 479.11
UKM5,MIO_EUR	19 363.06	20 885.55	21 499.56	24 445.49	24 957.06	27 291.33	29 435.65	24 235.05	22 610.01	23 156.58
UKM50,MIO_EUR	19 363.06	20 885.55	21 499.56	24 445.49	24 957.06	27 291.33	29 435.65	24 235.05	22 610.01	23 156.58
UKM6,MIO_EUR	11 912.98	12 723.97	13 346.38	14 443.18	14 309.05	15 444.59	17 251.65	15 588.38	15 417.14	15 471.16
UKM61,MIO_EUR	2 113.1	2 159.5	2 215.15	2 479.88	2 463.12	2 707.43	2 895.36	2 632.07	2 591.28	2 635.04
UKM62,MIO_EUR	5 110.14	5 609.79	5 980.63	6 419.8	6 547.65	6 948.05	7 993.91	7 293.66	7 149.37	7 209.21
UKM63,MIO_EUR	2 465.69	2 584.15	2 679.86	2 936.66	2 857.59	3 052.47	3 399.04	3 136.03	3 172.24	3 135.38
UKM64,MIO_EUR	612.72	668.05	700.95	734.17	679.44	748.51	818.86	712.11	687.17	720.03
UKM65,MIO_EUR	712.58	762.56	806.8	877.69	762.55	808.33	936.28	810.71	788.26	805.12
UKM66,MIO_EUR	897.51	939.93	962.99	994.99	998.7	1 179.8	1 208.2	1 003.8	1 028.83	967.66
UKM7,MIO_EUR	54 473.23	56 684.35	57 675.11	63 830.96	63 750.85	69 874.22	79 708.93	73 978.74	71 369.54	73 377.22
UKM71,MIO_EUR	5 524.38	5 894.61	5 993.54	7 111.19	6 844.49	7 461.43	8 160.78	7 508.66	6 921.59	6 998.41
UKM72,MIO_EUR	8 406.77	8 849.04	9 021.94	9 388.2	9 419.75	10 561.2	12 251.98	11 252.72	10 532.74	10 462.69
UKM73,MIO_EUR	2 677.74	2 883.22	2 990.96	3 356.18	3 588.48	3 956.8	4 601.06	4 269.93	4 112.77	4 266.86
