Country Name,Country Code,Indicator Name,Indicator Code,Most Recent Value,Year,GID
"Gambia, The",GMB,GDP per capita (current LCU),NY.GDP.PCAP.CN,34482.0361983806,2018.0,GMB
Georgia,GEO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.9978880232069498,2017.0,GEO
Georgia,GEO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,12682827048.4305,2017.0,GEO
Georgia,GEO,GDP per capita (current LCU),NY.GDP.PCAP.CN,11953.712141517,2018.0,GEO
Germany,DEU,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.58550360819771,2017.0,DEU
Germany,DEU,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3123730732883.42,2017.0,DEU
Germany,DEU,GDP per capita (current LCU),NY.GDP.PCAP.CN,40328.6362342469,2018.0,DEU
Ghana,GHA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.7022241206393011,2017.0,GHA
Ghana,GHA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,37112618582.1576,2017.0,GHA
Ghana,GHA,GDP per capita (current LCU),NY.GDP.PCAP.CN,10098.261967538101,2018.0,GHA
Gibraltar,GIB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,GIB
Gibraltar,GIB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0,GIB
Gibraltar,GIB,GDP per capita (current LCU),NY.GDP.PCAP.CN,NaN,1960.0,GIB
Greece,GRC,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.12805766416086,2017.0,GRC
Greece,GRC,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,169711696404.817,2017.0,GRC
Greece,GRC,GDP per capita (current LCU),NY.GDP.PCAP.CN,17218.4306225733,2018.0,GRC
Greenland,GRL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,GRL
Greenland,GRL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0,GRL
Greenland,GRL,GDP per capita (current LCU),NY.GDP.PCAP.CN,343950.022311468,2018.0,GRL
Grenada,GRD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,GRD
Grenada,GRD,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0,GRD
Grenada,GRD,GDP per capita (current LCU),NY.GDP.PCAP.CN,28729.3412528936,2018.0,GRD
Guam,GUM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0,GUM
Guam,GUM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,NaN,1960.0,GUM
Guam,GUM,GDP per capita (current LCU),NY.GDP.PCAP.CN,35712.5621350321,2018.0,GUM
Guatemala,GTM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.87091539225757,2017.0,GTM
Guatemala,GTM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,64027189441.4327,2017.0,GTM
Guatemala,GTM,GDP per capita (current LCU),NY.GDP.PCAP.CN,34204.916601861296,2018.0,GTM
Guinea,GIN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,17.2842363566375,2017.0,GIN
